title,description,value
Site para envio de certificados e carteirinhas,"Descrição:
O projeto é um site para certificar e reconhecer profissionais da area da beleza. O site terá que ser fácil e intelegível para operar. Cadastros objetivos e relatórios para envio em pdf por email. 
Cadastros: A nossa pagina de cadastro será online onde o proprio aluno faz o seu cadastro... Ver mais detalhes  e sobe sua documentação. é Necessário que o sistema seja responsivo a celulares e tablets.
Aluno - Cadastro completo do aluno que vai ser certificado, precisaremos de um campo para receber documentos em fotos.
Escola parceira - Todo cadastro normal mais a logo marca desta escola que vai estar nos certificados que ela emitir
Categorias - são as classes que o sistema irá imprimir nos certificados e carteirinhas
Cursos e workshop - serão os eventos e cursos online que os alunos e escolas, vão comprar e cadastrar para gerar certificados customizados.  
O site precisa gerar uma pagina com o portfolio de cada aluno e escola, com seus certificados emitidos.
O site integra com site de pagamentos mercado pago. Essa funcionalidade usa a função split pay do mercado pago. Cada aluno ou escola poderá se tornar um parceiro indicando nosso serviço de confecção de carteirias e certificados e quando esse cliente indicado por ele comprar algo no sistema então o mercado pago, irá pagar a comissão direto na conta do indicador.  
O fluxo seria mais ou menos assim:
Uma pessoa com acesso autorizado, entra no sistema para fazer o fluxo, considerando todos os cadastros ja feitos. 
Login , cadastrar dados do aluno/escola, acionar chek box de ação (emitir certificado/emitir carteirinha ou emitir os dois). Marcar check box e emitir.
O sistema irá buscar dados para inserir neste momento no certificado/carteirinha, como, curso que vai ser emitido no certificado ( horas desse curso/ texto padrão para o certificado, qr code do aluno e outros dados padrões, faz o preenchimento automático e emite em pdf para envio por email com autorização de envio prévio.)  O sistema irá buscar os dados padrão da carteirinha e o mesmo qr code do aluno. Este qr code tem que levar a uma aba no nosso site com o nome do aluno, e lá precisa conter os dados basicos dele, os documentos comprobatórios anteriormente enviados online e todos os seus certificados e carteirinha como se fosse o seu portfolio. 
No momento do cadastro do aluno, o sistema gera um qr code, e precisa ter um local para subir documentos em jpg. Sao esses documentos que vão para o perfil dele. 
O mesmo acontece com cadastro o cadastro da escola.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Cloud Storage (Dropbox, Google Drive, etc)Funções necessárias: Designer colapsar",R$ 1.400 - 2.700
Provador virtual para ecommerce,"Preciso de um programador em Javascript que entenda também de animação para desenvolver um provador virtual que será publicado em um ecommerce de roupas e acessórios.
Através do provador, o usuário irá combinar os ""looks"" clicando e arrastando os itens selecionado até o modelo.
O projeto faz parte... Ver mais detalhes  do lançamento de uma marca no mercado voltado para o público jovem.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioExperiência nesse tipo de projeto: Sim (Eu já gerenciei esse tipo de projeto)Funções necessárias: Desenvolvedor colapsar",Menos de R$ 270
Google Ads,"Programar (fazer as configurações necessárias do Google Ads) , já tenho a página na qual será direcionada e colocar o site no arCategoria: TI e ProgramaçãoSubcategoria: Programação",Menos de R$ 270
Google Ads,"Programar (fazer as configurações necessárias do Google Ads) , já tenho a página na qual será direcionada e colocar o site no arCategoria: TI e ProgramaçãoSubcategoria: Programação",Menos de R$ 270
Teleorientação,"Plataforma de teleatendimento para meus pacientes em minha clínica. Para facilitar a atendimento de pacientes por aplicativo de pelo sistema Web .Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes  projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Designer, Desenvolvedor colapsar",R$ 1.400 - 2.700
Portal de Cotação de combustível de postos e avaliações,"Preciso desenvolver um portal, como se fosse um ""mapa"" de postos de combustível no brasil, onde o usuário consiga encontrar o mais próximo por distancia ou por algumas considerações em pesquisas, como por exemplo, o mais próximo que tenha loja conveniência, e assim por diante. E também o usuário do... Ver mais detalhes  app, poder avaliar os postos, atendimento, limpeza, entre outros.Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Criar um novo site personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Mídias sociais (Facebook, Twitter, etc), Payment Processor (Paypal, Stripe, etc)Funções necessárias: Desenvolvedor, Designer, Gerente de projetos, Analista de negócios colapsar",R$ 2.700 - 5.000
It Outsourcing Project (Ai / Deep Learning),"We are providing IT outsourcing service for an overseas client in the banking industry. One of the projects requires Deep Learning talents for facial recognition and document digitalization using OCR. If you possess such experience using Python, Pytorch, Tensorflow and Tesseract, who hope to hear... Ver mais detalhes  from you.Categoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: MédioIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Não se aplicaDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs) colapsar",R$ 5.000 - 16.000
Desenvolver Planilhas de Excel,"Preciso de alguém que desenvolva planilhas de excel. Preciso de alguém com conhecimento avançado em Excel. Terei alta demanda pra desenvolvimento dessas planilhas.Categoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: PequeñoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho,... Ver mais detalhes  atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs) colapsar",R$ 270 - 500
Pequena correção em site Woocommerce,"Será necessário para esse projeto, corrigir e ajustar botões que estão desalinhados.
Vamos fornecer melhores especificações ao decorrer do projeto.Categoria: TI e ProgramaçãoSubcategoria: WordpressQual é o alcance do projeto?: Instalação de pluginIsso é um projeto ou uma posição de trabalho?: Um... Ver mais detalhes  projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessário colapsar",Menos de R$ 50 / hora
"Preciso de alguém para me auxiliara instalar ""Pixel"" no Google Tag ...","Olá, eu tenho uma loja hospedada no Shopify... Criei as Landing Pages na plataforma LANDINGI e agora estou tendo dificuldades na instalação dos pixels dentro do Google Tag Manager para poder fazer posteriormente as campanhas de remarketing.... alguém pode me auxilar? 
Não são PIXELS do Face, mas... Ver mais detalhes  sim do Google Ads 
(A pessoa tem que ter familiaridade com a plataforma LANDINGI)Categoria: TI e ProgramaçãoSubcategoria: Web DesignQual é o alcance do projeto?: Pequena atualização de um design existenteIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho o designDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Necesidad específica: OutroFunções necessárias: Desenvolvedor colapsar",R$ 500 - 1.400
Analisador semântico,"Criar um analisador semântico em linguagem Java, que consiga analisar algumas regras semânticas, as regras estão pre definidas usando uma gramática existentesCategoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de... Ver mais detalhes  trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Funções necessárias: Desenvolvedor colapsar",R$ 500 - 1.400
Aplicativo de mobilidade urbana (serviço de motoristas particulares),"Que seja um aplicativo minimalista e muito simples de usar, com o cadastro facilitado podendo ser feito com a conta do facebook e a do google... Bem aos modelos que mais se usam mesmo, com todas as funcionalidades praticas de exemplos de sucesso que temos por ai nesse ramo, pagamento podendo ser... Ver mais detalhes  feito no cartao pelo aplicativo tbm antes da corrida etc,  preciso de alguem que além de criar aceite ser contratado para fazer a manutenção da plataforma também.Categoria: TI e ProgramaçãoSubcategoria: Programação de Apps para Android, iOS e outrosQual é o alcance do projeto?: Criar um novo aplicativoIsso é um projeto ou uma posição de trabalho?: Cargo de longo prazoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioExperiência nesse tipo de projeto: Não (Eu nunca gerenciei esse tipo de projeto)Plataformas exigidas: Android, iPhone colapsar",R$ 5.000 - 16.000
Credit Livre,"Será um site e app de empréstimo vinculado o cartão de crédito.
Precisa da seguinte:
- opção para escolher Parcelas e Valores
- preenchimento dos dados pessoais, e foto de indentidade.
- Assinatura do contrato digital
- Input dos dados do cartão de crédito 
- processamento do cartão pelo portão de... Ver mais detalhes  pagamento wirecard 
- relatório enviado para cliente
- pagamento do valor solicitado pago depois de 2 dias se for aprovado.    
Gui será um mescla de Geru e Livre.digitalCategoria: TI e ProgramaçãoSubcategoria: Web DesignQual é o alcance do projeto?: Criar um novo design personalizadoIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Payment Processor (Paypal, Stripe, etc)Necesidad específica: Criar um site em WordpressFunções necessárias: Desenvolvedor, Fazer o design de uma landing page colapsar",R$ 2.700 - 5.000
Infra estrutura,"Passagem de cabeamento de rede e crimpagem, formatação de Maquina, configuração de impressora, configuração de Rede ( Wifi e FW),Categoria: TI e ProgramaçãoSubcategoria: OutrosTamanho do projeto: MédioIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Não se aplica... Ver mais detalhes Disponibilidade requerida: Conforme necessário colapsar",R$ 500 - 1.400
Preciso modificar um app,"Preciso criar um apk modificado do tik tok, no intuito de curtir perfis ilimitadamente. O tik tok limita em 200 pessoas, ou seja, nós como usuários só conseguimos seguir somente 200 pessoas. Eu quero tirar essa limitação, se for possível!Categoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o... Ver mais detalhes  alcance do projeto?: Bug ou alteração pequenaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessárioIntegrações de API: Outros (Outras APIs)Funções necessárias: Desenvolvedor colapsar",R$ 500 - 1.400
Criação de Site em Wordpress,"Preciso da criação de um site em Wordpress para substituir esse: www.braparking.com
Gostaria de algo próximo a esse: www.per2park.com.br 
Pontos Importantes:
- Galeria de imagens de estacionamentos/clientes com nossas soluções (iremos fornecer as imagens)
- Produtos e Serviços oferecidos (iremos... Ver mais detalhes  fornecer imagens e textos)
- Apresentação de soluções que podemos entregar (iremos fornecer textos)
- Formulário de contato
- Design bonito e bastante eficiente para PC e Smartphone
- Inserção de Google Analytics e Adwords 
- Informações de contatos e botão whatsapp
- Inserir botoes para as redes sociaisCategoria: TI e ProgramaçãoSubcategoria: WordpressQual é o alcance do projeto?: Instalação/Configuração de pacoteIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho uma ideia geralDisponibilidade requerida: Conforme necessário colapsar",R$ 500 - 1.400
Copiar um site e colocar no meu servidor com todas as função dele,"Olá, 
Preciso de uma copia do site do ahrefs.com, que ele carregue dentro do meu site, com todas as função e layout, tudo igual. 
Exemplo:
Link original: https://ahrefs.com/dashboard
Link no meu servidor: https://ahrefs.meudominio.com/dashboard 
Quando o usuário for usar a ferramenta, tem que... Ver mais detalhes  continuar sendo dentro do meu domínio, não pode sair do meu domínio (Usuário deve navegar no site, dentro do meu domínio, como se estivesse navegando dentro do ahrefs.com, com todas as funções) 
Meu Negocio: Eu compro uma conta do site ahrefs, e divido o login com varias pessoas, cobrando um valor mais barato, do que comprando direto pelo site. Compra de forma compartilhada. 
Só que quando eu passo o login para muitas pessoas, sempre tem alguém que acaba alterando a senha e mudando os meus dados da conta. Fazendo desse jeito, clonando o site em meu servidor, eu consigo ocultar algumas paginas e monitorar quantas consultas cada 1 está fazendo. 
Segue 2 videos de exemplos
-> https://youtu.be/PRLab6TWykk
-> https://www.loom.com/share/cfb9e5ee049943128d9cb724cef38183 
Ao clicar no botão ele já faz o login automaticamente no site ahrefs e ja carrega o site logado para o cliente usar... 
Não sei se deu pra entender tudo, mas é isso ai.... Qualquer duvida só perguntarCategoria: TI e ProgramaçãoSubcategoria: ProgramaçãoQual é o alcance do projeto?: Alteração médiaIsso é um projeto ou uma posição de trabalho?: Um projetoTenho, atualmente: Eu tenho especificaçõesDisponibilidade requerida: Conforme necessárioExperiência nesse tipo de projeto: Sim (Eu já gerenciei esse tipo de projeto)Integrações de API: Outros (Outras APIs)Funções necessárias: Desenvolvedor colapsar",R$ 1.400 - 2.700
